date,dow,TEMP,RH,pm25,tot,cvd,resp
04/22/2000,7,68.5,61.6484869,11.7143497,51,23,5
04/23/2000,1,74.2,79.6689177,17.8427129,41,14,5
04/24/2000,2,76,63.274533,14.5645173,50,16,5
04/25/2000,3,72.9,60.0310791,12.3124283,49,16,5
04/26/2000,4,72.6,69.1645244,25.8189906,42,13,2
04/27/2000,5,73.2,71.7031394,15.9983867,51,15,1
04/28/2000,6,75,69.4273138,14.313318,49,13,3
04/29/2000,7,74.3,79.4030027,20.1288157,48,15,5
04/30/2000,1,75.1,81.9518135,17.1601196,56,15,4
05/01/2000,2,73.9,78.0137212,8.71025012,47,13,5
05/02/2000,3,68.5,90.1705071,6.78762638,33,12,1
05/03/2000,4,72.2,84.6191257,11.6793495,47,17,6
05/04/2000,5,73.9,88.5617357,12.4941509,49,16,2
05/05/2000,6,73.6,86.4594772,15.7895396,40,16,1
05/06/2000,7,77.2,81.8198062,11.0126023,53,14,4
05/07/2000,1,77.6,81.0211197,9.38539774,39,15,5
05/08/2000,2,77.1,82.6482119,11.0330921,64,18,7
05/09/2000,3,77.5,82.6749868,11.248911,47,13,5
05/10/2000,4,78.3,83.287079,11.6153805,40,14,4
05/11/2000,5,79.8,81.1796973,14.6273803,50,14,4
05/12/2000,6,81.3,78.8802688,14.8861646,60,15,4
05/13/2000,7,76.7,79.8616087,12.4234715,50,17,9
05/14/2000,1,75.3,59.7091599,NA,38,12,3
05/15/2000,2,74.7,68.4306773,13.1302387,42,15,3
05/16/2000,3,77.3,79.3663643,NA,48,21,2
05/17/2000,4,79.1,75.8286798,12.5172849,38,12,6
05/18/2000,5,80.1,77.9938378,14.5549898,49,19,3
05/19/2000,6,80.5,81.5017875,11.2858416,47,15,4
05/20/2000,7,74.2,87.3794723,7.66091399,48,19,0
05/21/2000,1,77.8,79.9455662,14.2369307,44,16,7
05/22/2000,2,78.5,79.7288596,13.9774594,50,15,8
05/23/2000,3,79,80.3068067,14.5812304,50,13,6
05/24/2000,4,81.1,83.4666151,11.4517536,42,15,2
05/25/2000,5,81.5,84.8874768,13.2630749,37,8,0
05/26/2000,6,82.8,83.0241944,18.8652358,43,14,2
05/27/2000,7,83.6,76.2251435,11.9916881,49,13,3
05/28/2000,1,80.9,79.1132418,14.0319989,43,10,8
05/29/2000,2,81.4,78.10021,12.1502883,45,11,6
05/30/2000,3,82.2,76.3579774,7.71756662,63,18,5
05/31/2000,4,81.9,73.3156153,16.2289248,43,17,7
06/01/2000,5,81.7,70.8614368,15.6796933,41,10,5
06/02/2000,6,80.9,74.9709847,11.8360766,43,12,4
06/03/2000,7,81.3,78.0920535,9.96768613,47,16,0
06/04/2000,1,81.5,75.532031,8.10029916,44,17,4
06/05/2000,2,77.5,84.9360471,10.0603504,44,14,6
06/06/2000,3,77.8,76.4908637,11.2336938,53,22,0
06/07/2000,4,75.9,66.2130105,17.4822209,50,19,2
06/08/2000,5,79.3,79.5217243,20.097875,41,13,4
06/09/2000,6,80.4,84.5410394,10.9478709,57,16,8
06/10/2000,7,80.1,83.4028165,12.0636877,46,16,4
06/11/2000,1,82.5,78.9748114,9.00980679,44,11,3
06/12/2000,2,81.8,76.3231735,11.9404795,47,17,5
06/13/2000,3,80.6,76.7335223,14.800923,37,12,2
06/14/2000,4,81.7,75.5499432,11.1921643,40,9,1
06/15/2000,5,81.6,74.7829345,5.02387551,46,16,3
06/16/2000,6,82.1,75.5857122,8.22959419,43,12,3
06/17/2000,7,81.8,78.919735,9.12404907,61,12,6
06/18/2000,1,80.3,83.1377745,7.3884463,60,12,7
06/19/2000,2,81.7,83.5047241,7.3884463,42,17,2
06/20/2000,3,83.2,76.9556887,9.37337996,52,19,0
06/21/2000,4,83.7,72.9981773,NA,46,13,8
06/22/2000,5,83.1,72.4521573,14.4781213,45,11,5
06/23/2000,6,83.2,70.0658943,14.7793659,53,17,4
06/24/2000,7,81.8,72.8133887,7.98926622,46,17,3
06/25/2000,1,82.8,73.8960584,10.1522179,47,15,3
06/26/2000,2,80.6,78.8248389,9.8647274,38,10,4
06/27/2000,3,81,77.2854775,NA,46,17,2
06/28/2000,4,83,72.6859451,NA,47,18,0
06/29/2000,5,83.3,66.8390736,17.4025883,48,16,4
06/30/2000,6,83.4,70.5602805,NA,45,10,4
07/01/2000,7,83.5,74.9566615,15.8891022,37,14,1
07/02/2000,1,83.4,75.1981267,18.9596065,43,14,0
07/03/2000,2,83.6,70.8186224,NA,50,12,4
07/04/2000,3,81.7,74.5409917,16.8880026,57,18,2
07/05/2000,4,81.7,68.4974717,14.6764196,55,17,2
07/06/2000,5,82.6,70.4770481,11.0661491,43,10,3
07/07/2000,6,83.7,68.0242534,17.7667729,37,10,2
07/08/2000,7,84.4,67.1901887,17.4615316,45,13,2
07/09/2000,1,84.3,68.7813736,16.2805472,38,15,3
07/10/2000,2,83.6,70.3441501,NA,40,17,3
07/11/2000,3,84.8,64.5672786,16.4910685,38,12,0
07/12/2000,4,84.9,63.7108798,16.0936782,30,14,1
07/13/2000,5,85.2,60.7899375,14.2447425,45,10,1
07/14/2000,6,85.4,59.3829509,15.9845558,45,14,4
07/15/2000,7,87.6,58.0755827,17.8962659,61,15,6
07/16/2000,1,85.7,62.1047855,13.5162769,47,21,4
07/17/2000,2,84.8,68.8355694,13.3138938,46,14,2
07/18/2000,3,85.4,69.8282511,10.1765661,43,15,1
07/19/2000,4,85.9,65.3544673,9.36315922,39,10,1
07/20/2000,5,86.1,61.1115461,19.4014458,51,14,4
07/21/2000,6,86,60.6858232,21.0625092,49,14,3
07/22/2000,7,84.6,67.4394486,10.8376181,56,17,3
07/23/2000,1,83.3,71.9871255,9.33928998,50,17,2
07/24/2000,2,80.4,71.2096739,23.3825852,51,18,4
07/25/2000,3,83.1,71.0056416,25.8403867,51,17,2
07/26/2000,4,83.9,58.5794046,24.0861041,53,17,5
07/27/2000,5,82,64.0118299,20.9305856,51,17,3
07/28/2000,6,83,68.1770393,10.4261838,43,14,2
07/29/2000,7,82,70.4144109,6.13548322,46,16,5
07/30/2000,1,82,73.5724789,5.12252628,45,19,4
07/31/2000,2,78.9,84.1682702,8.49782024,54,13,1
08/01/2000,3,79.8,75.8909614,13.6230056,50,19,1
08/02/2000,4,81.4,76.2882972,15.569847,53,17,4
08/03/2000,5,81.5,77.0687705,11.2602136,44,12,4
08/04/2000,6,81.3,78.3540245,10.065135,51,16,4
08/05/2000,7,82.4,76.3753523,11.4806463,58,16,1
08/06/2000,1,83.4,73.7056241,11.1536822,59,18,7
08/07/2000,2,83.6,75.4673165,11.7795618,50,14,5
08/08/2000,3,84.2,73.2907262,8.11539003,37,11,1
08/09/2000,4,84.1,69.2238414,14.4713841,49,16,3
08/10/2000,5,83.5,64.1930802,11.9213112,42,12,3
08/11/2000,6,84.8,64.3491832,11.970571,48,13,4
08/12/2000,7,84,67.1450662,18.2920682,48,11,2
08/13/2000,1,80.4,70.9678003,20.8394101,33,11,1
08/14/2000,2,85,66.135171,12.7823193,34,10,1
08/15/2000,3,85.1,67.9502546,10.4289375,41,13,4
08/16/2000,4,84.9,63.495401,14.8794273,39,12,4
08/17/2000,5,85.2,63.3172117,17.3888998,57,10,2
08/18/2000,6,84.3,62.1409173,18.8945784,38,16,1
08/19/2000,7,84.1,63.3978299,23.4680652,42,9,5
08/20/2000,1,84.2,70.1708977,15.0649481,45,17,2
08/21/2000,2,84.7,67.4506467,15.4573569,42,11,4
08/22/2000,3,82.9,74.9019824,17.8372807,41,12,2
08/23/2000,4,81.9,78.1409278,15.1483364,53,11,6
08/24/2000,5,81.4,79.6830603,13.1462117,50,12,6
08/25/2000,6,81.8,74.0503503,8.70437091,42,12,2
08/26/2000,7,83.3,69.1377818,8.84395736,49,20,2
08/27/2000,1,83.1,70.5291063,9.03554716,46,15,2
08/28/2000,2,83.9,66.4563513,10.4930952,37,12,4
08/29/2000,3,84.2,68.770519,11.2050628,58,12,4
08/30/2000,4,85.7,60.0320725,8.71074083,54,19,6
08/31/2000,5,88.9,51.3660746,12.8204408,41,14,3
09/01/2000,6,89.1,50.522044,15.501344,45,12,4
09/02/2000,7,88.9,56.3128637,14.4255662,39,13,2
09/03/2000,1,87.1,54.9297604,11.8854067,45,13,2
09/04/2000,2,92.1,42.9419401,15.600833,40,9,4
09/05/2000,3,90.8,48.8980829,22.9205272,49,18,2
09/06/2000,4,84.6,54.3922829,36.7497503,48,12,3
09/07/2000,5,83.2,63.5039982,13.8189754,51,16,4
09/08/2000,6,79.2,74.8148558,12.3002009,53,23,3
09/09/2000,7,80.6,81.5088309,9.56307962,43,6,3
09/10/2000,1,82.3,79.2225133,10.4013233,46,14,3
09/11/2000,2,81.7,82.9525583,9.02910595,44,16,1
09/12/2000,3,83.1,77.7195575,7.53698839,46,16,2
09/13/2000,4,78.3,88.1707816,7.02827033,36,12,0
09/14/2000,5,79.9,85.6451655,9.91730827,36,10,1
09/15/2000,6,82.6,67.2143869,13.0496649,42,12,8
09/16/2000,7,78.9,49.7196205,11.8732824,51,20,2
09/17/2000,1,74.7,42.685037,11.9316573,41,9,5
09/18/2000,2,73.5,57.5803192,19.8138742,42,13,6
09/19/2000,3,76.6,71.5538933,18.0640289,68,26,4
09/20/2000,4,81.2,78.3459481,6.58500637,35,9,4
09/21/2000,5,78.2,90.2493091,5.19090577,43,12,4
09/22/2000,6,82.1,86.051102,8.03837784,47,18,7
09/23/2000,7,84.5,82.3196256,7.92576617,40,14,3
09/24/2000,1,83.9,79.0843503,6.97833031,54,16,4
09/25/2000,2,70.8,64.4439057,5.71404797,51,16,1
09/26/2000,3,62.7,56.6958288,12.9633325,43,11,2
09/27/2000,4,66.6,58.7480863,11.2444082,39,9,4
09/28/2000,5,69.2,51.9701252,14.3310813,50,16,5
09/29/2000,6,72.2,47.8147014,17.6655423,39,14,4
09/30/2000,7,71.4,57.2896684,23.8273181,41,17,1
10/01/2000,1,70.9,72.2272419,23.6984727,40,16,2
10/02/2000,2,79.1,81.4027727,9.08891579,49,18,1
10/03/2000,3,79.1,80.314275,7.78335067,42,16,1
10/04/2000,4,77.5,76.2041491,9.63814725,58,19,6
10/05/2000,5,81.2,81.5510109,10.0775324,62,22,3
10/06/2000,6,80.4,85.6731599,7.56606615,36,12,3
10/07/2000,7,62,86.1220367,6.34275848,44,12,2
10/08/2000,1,49.9,70.7907172,3.37690858,52,18,5
10/09/2000,2,49.1,64.3674936,7.26672423,37,8,0
10/10/2000,3,54.7,54.6727729,7.00183623,49,14,6
10/11/2000,4,63.6,48.4695497,13.4827675,57,9,8
10/12/2000,5,66.6,59.4013728,19.6753923,45,13,4
10/13/2000,6,69.5,76.8271495,16.8880026,49,10,4
10/14/2000,7,71.4,79.7271409,14.5812304,42,14,2
10/15/2000,1,74.7,81.0865788,10.6049431,53,15,1
10/16/2000,2,76.3,76.3593948,12.8236897,45,15,1
10/17/2000,3,73.3,79.8743225,7.33137511,48,11,6
10/18/2000,4,71.7,78.3743737,14.5864358,54,14,4
10/19/2000,5,69.2,66.1250457,26.8840152,48,10,5
10/20/2000,6,69.3,73.6163462,28.9710947,52,19,1
10/21/2000,7,72.5,83.1924768,25.6304173,45,12,2
10/22/2000,1,74.7,87.1083746,NA,44,14,3
10/23/2000,2,76.1,88.3640261,NA,62,14,1
10/24/2000,3,74,82.1563608,29.7881057,65,20,6
10/25/2000,4,73.5,82.4045301,15.4600007,36,12,5
10/26/2000,5,75.6,78.6920641,7.4412214,52,14,6
10/27/2000,6,75.9,79.2566093,6.16891014,49,15,2
10/28/2000,7,74.8,78.627441,4.47537151,44,10,5
10/29/2000,1,74.5,83.0388834,6.45260477,44,13,2
10/30/2000,2,74.7,85.3492468,15.1481873,45,15,4
10/31/2000,3,74.8,79.7154031,20.2932376,47,15,4
11/01/2000,4,75.6,80.0504536,19.6493113,42,8,3
11/02/2000,5,76.5,80.9411109,17.3779777,63,21,3
11/03/2000,6,74.8,87.7066592,13.454797,54,17,4
11/04/2000,7,74.1,89.1745221,9.56632983,52,15,2
11/05/2000,1,73.6,89.1526701,9.69127248,52,13,5
11/06/2000,2,69.3,76.5389259,7.19002228,64,20,3
11/07/2000,3,62.3,74.2634317,5.46398814,58,12,4
11/08/2000,4,58.8,86.5675027,5.06287622,44,18,2
11/09/2000,5,49.6,59.0776305,9.63814725,47,12,4
11/10/2000,6,52,63.9896219,11.0661491,46,19,2
11/11/2000,7,54.2,83.1568226,21.166358,41,11,2
11/12/2000,1,64.2,84.7240687,19.304621,46,15,4
11/13/2000,2,56.1,75.6076328,3.157216,46,14,1
11/14/2000,3,48.2,50.3230581,9.66959797,53,22,3
11/15/2000,4,52.9,65.1048641,15.0206156,52,11,5
11/16/2000,5,65.4,90.0443555,11.1759953,45,12,0
11/17/2000,6,53.6,89.8741963,12.4282031,56,18,8
11/18/2000,7,45.2,88.8181543,0.96029015,45,16,4
11/19/2000,1,46.3,85.5213125,7.81094577,64,19,6
11/20/2000,2,48.7,73.1738186,17.3918451,54,19,6
11/21/2000,3,49,60.4141887,10.4070713,41,14,0
11/22/2000,4,53.5,67.9945536,9.19876208,47,12,5
11/23/2000,5,65.1,82.4015901,6.8380263,62,21,3
11/24/2000,6,64.2,78.5881464,2.93752341,54,17,5
11/25/2000,7,56.3,69.1025332,7.88060657,42,10,4
11/26/2000,1,55,71.8907326,11.5929287,49,20,2
11/27/2000,2,56.1,75.0436381,15.9181466,61,17,4
11/28/2000,3,64.1,82.037684,10.7366102,52,16,8
11/29/2000,4,66.4,87.5913999,12.6060561,52,14,4
11/30/2000,5,57.4,74.0559545,12.2744583,57,17,3
12/01/2000,6,63.6,82.2967093,16.2289248,67,21,4
12/02/2000,7,52.7,57.6793693,9.48696543,60,26,9
12/03/2000,1,43.9,61.414877,9.96768613,54,17,3
12/04/2000,2,47,62.3349687,9.08891579,51,16,5
12/05/2000,3,49.5,57.6728346,19.3910946,45,10,5
12/06/2000,4,51,76.8632485,15.7895396,59,19,2
12/07/2000,5,48.9,68.2411016,19.8538524,40,15,6
12/08/2000,6,50.9,71.7259903,18.7768997,49,13,3
12/09/2000,7,56.3,89.6599762,27.9824781,60,17,7
12/10/2000,1,63,82.847774,9.19876208,54,11,5
12/11/2000,2,67.2,83.7194718,10.6788408,63,25,4
12/12/2000,3,39.9,52.1775225,4.85831542,49,14,2
12/13/2000,4,40.6,77.4196938,8.8692232,52,13,2
12/14/2000,5,44.7,84.1072689,15.3782342,31,13,1
12/15/2000,6,47.4,90.9782958,25.548387,53,10,9
12/16/2000,7,62.7,68.0472808,3.70644746,54,21,3
12/17/2000,1,44,37.7671728,10.264918,53,12,3
12/18/2000,2,53.3,64.9044803,6.0132196,43,15,2
12/19/2000,3,46.6,40.7019507,9.2469149,56,17,6
12/20/2000,4,49,59.6995696,8.36830007,51,12,8
12/21/2000,5,52.9,57.4824153,4.80491038,41,14,3
12/22/2000,6,43.8,41.2614755,7.58956196,48,17,4
12/23/2000,7,48.9,66.1362098,11.8090563,54,19,3
12/24/2000,1,52.7,89.8355376,17.5779023,38,10,2
12/25/2000,2,52.5,78.4721267,14.0689755,50,21,2
12/26/2000,3,53.3,82.4745694,12.1304708,50,15,4
12/27/2000,4,40.8,91.7882719,7.31991649,56,16,9
12/28/2000,5,42.4,65.0502025,8.23672089,54,28,4
12/29/2000,6,45.9,59.7396206,7.24642685,43,12,7
12/30/2000,7,41.8,54.025231,10.0594679,41,10,2
12/31/2000,1,41.1,67.2973201,15.5166028,55,25,2
01/01/2001,2,36.7,88.0461162,10.1732363,57,16,5
01/02/2001,3,34,62.8727046,12.5086305,48,17,6
01/03/2001,4,34.5,55.1909569,17.1539011,68,26,4
01/04/2001,5,42.5,65.3266992,17.6242661,56,18,5
01/05/2001,6,51.4,60.9843958,NA,54,18,4
01/06/2001,7,51.9,78.4207496,21.2531945,66,26,5
01/07/2001,1,58.8,96.1352686,12.1900989,51,14,8
01/08/2001,2,51.7,55.7467568,6.12204026,59,18,6
01/09/2001,3,47,59.4170995,NA,53,19,9
01/10/2001,4,47.2,76.5128084,11.4335013,59,17,4
01/11/2001,5,49.2,92.4310457,NA,54,18,3
01/12/2001,6,46.3,88.191718,13.7884918,73,26,3
01/13/2001,7,50.3,92.1210534,17.7937106,51,13,2
01/14/2001,1,58,74.1152889,8.24040186,62,17,5
01/15/2001,2,56.9,60.5585346,6.82816079,69,25,9
01/16/2001,3,53,83.0742825,7.46227369,51,13,8
01/17/2001,4,52.4,98.9021683,5.51679409,56,21,4
01/18/2001,5,43.9,94.0489279,0.473076,49,15,7
01/19/2001,6,44.5,74.7720169,7.26109448,37,14,5
01/20/2001,7,40.5,48.4652155,10.7037734,53,14,4
01/21/2001,1,42,78.475946,14.4946123,55,20,3
01/22/2001,2,44,78.9594985,18.4335372,68,22,8
01/23/2001,3,45.5,81.2723989,23.875928,55,18,3
01/24/2001,4,52,81.4543719,28.0117768,58,21,8
01/25/2001,5,51.1,76.2874558,28.5200079,61,21,8
01/26/2001,6,60.5,83.5807576,16.4112252,64,18,8
01/27/2001,7,64.3,87.4848605,12.0270754,63,15,9
01/28/2001,1,64.9,89.3908656,11.6535738,60,21,5
01/29/2001,2,61.1,78.3288311,6.42466335,55,7,7
01/30/2001,3,59.7,68.205033,12.4771251,60,19,6
01/31/2001,4,57.5,49.7944574,5.82107051,52,9,8
02/01/2001,5,52.4,53.474556,6.62641207,44,10,4
02/02/2001,6,51.5,50.6410001,6.82816079,56,16,1
02/03/2001,7,49.5,46.5909881,10.0821711,54,14,3
02/04/2001,1,51.2,67.1984995,19.4012989,51,16,2
02/05/2001,2,56.4,44.2443329,11.2666327,52,11,6
02/06/2001,3,58.1,75.2349566,11.5925819,70,24,8
02/07/2001,4,63,90.2653569,13.7884918,82,29,11
02/08/2001,5,69.2,87.7314013,12.0963329,60,15,4
02/09/2001,6,65.3,82.1226679,8.07945546,69,18,3
02/10/2001,7,45,57.014337,7.84914919,52,18,5
02/11/2001,1,48.4,65.5560018,10.2578891,54,17,1
02/12/2001,2,56,91.3040867,23.0568608,63,25,6
02/13/2001,3,65.7,94.5835552,12.1605804,46,16,0
02/14/2001,4,70.6,89.0201883,10.1570147,54,17,4
02/15/2001,5,71.1,89.0424329,13.1535707,51,15,5
02/16/2001,6,64.8,85.3651982,4.00367866,50,14,6
02/17/2001,7,47.2,67.2385832,11.3675071,51,21,2
02/18/2001,1,48.8,60.8672108,11.1883778,60,12,11
02/19/2001,2,55.3,80.1924286,11.6701302,53,19,5
02/20/2001,3,63.8,88.0831833,14.8981097,58,20,2
02/21/2001,4,67.8,90.1422276,9.36072831,58,10,12
02/22/2001,5,64.1,84.7179298,15.4024816,61,24,2
02/23/2001,6,62.7,84.328509,28.7178973,51,21,6
02/24/2001,7,71.7,85.7637649,9.84136745,53,17,9
02/25/2001,1,71.9,45.8585036,NA,49,21,6
02/26/2001,2,67.2,75.539139,NA,51,14,4
02/27/2001,3,70.9,85.7183692,9.95380581,59,15,3
02/28/2001,4,68.6,93.0293415,8.94652239,41,10,3
03/01/2001,5,54.8,93.6365569,5.41591973,38,16,4
03/02/2001,6,53,93.9335456,4.01921799,51,14,3
03/03/2001,7,54.6,91.2522454,NA,63,10,11
03/04/2001,1,54.2,71.8055095,NA,52,15,5
03/05/2001,2,58.3,49.7253401,8.6476954,37,10,2
03/06/2001,3,56.4,54.9255981,18.3016807,54,15,6
03/07/2001,4,56.4,70.1652838,NA,48,12,5
03/08/2001,5,59.4,87.2310094,11.2398703,52,12,8
03/09/2001,6,59.3,77.3183441,11.8718789,64,20,5
03/10/2001,7,56.5,75.0820676,14.7807422,43,19,4
03/11/2001,1,64.3,86.251027,14.202984,49,19,5
03/12/2001,2,71.9,65.7395708,NA,61,10,11
03/13/2001,3,64.3,58.6486587,NA,43,19,1
03/14/2001,4,62.9,76.2375217,9.88258064,50,17,5
03/15/2001,5,59.4,68.9379152,8.1395275,61,19,3
03/16/2001,6,57.6,50.5939851,6.64187181,60,15,6
03/17/2001,7,57.6,47.3359572,8.65248711,59,23,6
03/18/2001,1,54.2,60.6567667,10.1570147,60,20,6
03/19/2001,2,54.1,54.3693345,9.55176857,59,13,7
03/20/2001,3,55.1,47.4978146,11.3786128,56,22,4
03/21/2001,4,58.1,51.0672244,NA,39,16,4
03/22/2001,5,60.4,66.0340508,13.6292367,59,25,3
03/23/2001,6,63.6,78.8219655,11.525545,58,23,6
03/24/2001,7,66.4,81.6193691,15.9072307,54,16,4
03/25/2001,1,61.3,65.8977545,15.6779353,53,18,7
03/26/2001,2,57.1,54.6047368,13.3635019,64,28,5
03/27/2001,3,53.1,63.391416,13.8607719,51,14,5
03/28/2001,4,53.8,92.2386474,8.75797826,63,13,6
03/29/2001,5,58.9,89.4474952,9.05811337,46,14,2
03/30/2001,6,57.7,73.8101091,NA,52,14,5
03/31/2001,7,62.5,70.573259,22.065757,55,21,1
04/01/2001,1,65.4,74.5627564,20.846402,54,21,4
04/02/2001,2,69,86.5092386,17.9407967,66,16,3
04/03/2001,3,75.3,86.2575775,18.4287124,48,16,4
04/04/2001,4,74.9,85.6515946,23.751847,64,18,11
04/05/2001,5,75.8,80.614364,11.9727533,42,14,0
04/06/2001,6,74.4,81.62269,14.8981097,54,15,5
04/07/2001,7,74.7,79.7076661,14.0113496,68,25,6
04/08/2001,1,76.2,78.4716313,17.8876256,67,18,7
04/09/2001,2,76,82.2939177,10.4872934,58,16,6
04/10/2001,3,76,83.1374874,10.7922529,42,9,5
04/11/2001,4,74.4,85.041441,16.8749288,52,19,4
04/12/2001,5,74.9,85.3607916,11.2666327,43,14,0
04/13/2001,6,77.9,83.5421882,11.4422277,56,15,7
04/14/2001,7,77.9,78.8763124,9.5056297,53,16,4
04/15/2001,1,77.9,76.4995915,10.2886213,58,16,6
04/16/2001,2,75.7,83.9698483,14.4931093,59,27,6
04/17/2001,3,66.4,74.1245856,10.1570147,42,11,1
04/18/2001,4,59.6,50.5111767,8.24040186,53,14,3
04/19/2001,5,64.3,69.9982597,10.3871978,65,20,4
04/20/2001,6,72.5,71.3798667,11.8718789,67,19,9
04/21/2001,7,74,71.7851909,11.1657584,51,12,4
04/22/2001,1,76,77.9199982,11.9709203,51,11,3
04/23/2001,2,77.6,74.9224573,11.1657584,52,15,1
04/24/2001,3,68.1,73.236789,NA,50,15,2
04/25/2001,4,65.1,54.5366767,10.94466,39,12,2
04/26/2001,5,66.6,53.745069,13.0063375,57,16,3
04/27/2001,6,67.5,59.0881411,15.7051046,54,18,2
04/28/2001,7,69.2,54.9287644,17.2638362,34,17,0
04/29/2001,1,69.2,65.6509022,15.876404,43,13,5
04/30/2001,2,70.9,74.2937366,12.1715087,46,21,3
05/01/2001,3,73.7,77.9970889,11.9824161,60,22,2
05/02/2001,4,74.8,75.180718,13.3865602,55,18,4
05/03/2001,5,75.6,76.5605437,8.44215058,48,9,4
05/04/2001,6,75.9,78.716226,9.34087947,48,15,2
05/05/2001,7,75.9,78.1790665,NA,52,16,1
05/06/2001,1,76.4,78.7564092,7.23165824,40,12,3
05/07/2001,2,73.5,77.7109688,11.881616,48,15,6
05/08/2001,3,74.7,72.8627524,14.4946123,56,17,3
05/09/2001,4,73.7,73.0176521,17.6217175,59,14,11
05/10/2001,5,74.2,74.8653994,10.6759009,55,21,3
05/11/2001,6,73.6,76.9161157,8.54302495,59,18,7
05/12/2001,7,73.9,77.7446018,NA,50,15,0
05/13/2001,1,75.2,77.0542765,13.253342,46,14,4
05/14/2001,2,75.8,72.7195505,20.7488227,47,18,4
05/15/2001,3,75.1,67.76082,12.2043233,45,16,5
05/16/2001,4,76.2,71.2658502,11.580774,45,14,6
05/17/2001,5,77.1,74.6200969,12.9736426,47,12,3
05/18/2001,6,77.8,75.1972979,12.386019,54,8,7
05/19/2001,7,78.6,77.8701862,11.4801388,37,16,2
05/20/2001,1,80,76.4233597,14.4468991,65,19,6
05/21/2001,2,81.2,74.746145,14.2928636,42,19,1
05/22/2001,3,72.6,41.7208726,8.20411509,56,16,4
05/23/2001,4,73.9,47.3754899,10.8631353,56,19,5
05/24/2001,5,75.7,68.0657995,11.7710045,57,13,10
05/25/2001,6,78.3,69.3049988,13.9982071,41,10,6
05/26/2001,7,77.4,78.0358403,NA,43,13,3
05/27/2001,1,77.2,80.4443378,8.44215058,47,15,7
05/28/2001,2,81.2,72.7546687,6.95143172,44,14,3
05/29/2001,3,80.8,77.0092924,6.82816079,55,23,0
05/30/2001,4,81.5,76.8107677,9.04739676,38,14,1
05/31/2001,5,78.1,81.606644,7.46346334,53,15,4
06/01/2001,6,79.3,77.6651246,10.8631353,45,14,4
06/02/2001,7,81.6,78.11651,5.81941718,38,13,3
06/03/2001,1,82.1,78.1571848,7.29063273,46,14,7
06/04/2001,2,82,74.8196489,7.80496378,45,11,7
06/05/2001,3,76.8,83.1897379,3.39843249,50,11,2
06/06/2001,4,76.8,83.1897379,7.23787939,63,21,5
06/07/2001,5,78,87.5687847,8.1395275,52,19,6
06/08/2001,6,78.2,84.6923533,6.941062,35,11,1
06/09/2001,7,75.5,94.8009058,4.67159711,49,19,6
06/10/2001,1,77,87.5193702,6.68059893,61,21,7
06/11/2001,2,81.3,77.051799,13.2035853,62,24,3
06/12/2001,3,81.3,81.0162197,12.9030836,41,10,1
06/13/2001,4,82.5,81.6419275,11.1015475,49,14,3
06/14/2001,5,83.6,80.6461906,11.6701302,45,15,6
06/15/2001,6,80,74.3828967,8.14308625,42,10,3
06/16/2001,7,81.4,76.2882972,16.915597000000002,39,15,1
06/17/2001,1,82.7,66.9978368,14.43422,48,17,2
06/18/2001,2,81.7,60.1310331,19.1338058,31,6,0
06/19/2001,3,80.1,65.5639896,17.7575936,43,17,3
06/20/2001,4,79.8,73.1124794,12.139189,38,9,1
06/21/2001,5,80.6,76.2183267,12.7168249,54,21,4
06/22/2001,6,80.2,73.3999048,9.75351729,47,19,2
06/23/2001,7,81.7,67.1124215,20.0246659,54,20,3
06/24/2001,1,81,63.0164683,17.0757814,50,15,2
06/25/2001,2,80.1,65.5639896,21.1895103,49,17,1
06/26/2001,3,80.4,73.9182078,16.8147226,40,9,3
06/27/2001,4,81.5,75.0257645,18.4578206,42,17,1
06/28/2001,5,82.6,72.1596316,16.0835837,51,13,4
06/29/2001,6,80.2,80.6660894,7.80683743,41,17,2
06/30/2001,7,81.6,74.0315303,7.57981188,52,14,5
07/01/2001,1,79.3,76.1040017,9.15384429,50,12,4
07/02/2001,2,78.4,77.5899754,13.669931,42,13,5
07/03/2001,3,79.9,76.1568632,16.5275262,58,20,3
07/04/2001,4,80.8,74.9618383,16.1817482,37,11,3
07/05/2001,5,82.9,71.9471609,9.85439165,57,19,9
07/06/2001,6,83.8,71.7960173,10.5268876,45,12,3
07/07/2001,7,82.5,74.6149163,11.1727186,55,20,6
07/08/2001,1,82.2,73.5915572,8.54102354,47,18,0
07/09/2001,2,83.1,71.4849858,8.80405706,45,12,3
07/10/2001,3,83.8,69.4249134,10.8471647,62,19,3
07/11/2001,4,84.3,68.5504274,10.8185786,54,15,3
07/12/2001,5,84.6,68.8139065,10.2977621,53,19,5
07/13/2001,6,85,68.1676929,15.6492499,42,19,2
07/14/2001,7,84.1,68.7596593,16.6540179,50,15,1
07/15/2001,1,83.9,74.2468136,16.5473677,47,13,3
07/16/2001,2,83.5,74.7068994,17.8189166,38,11,3
07/17/2001,3,84,75.0020997,17.014073,57,13,4
07/18/2001,4,82.5,77.9294439,15.6985357,55,21,5
07/19/2001,5,82.2,77.1280309,12.1280498,63,18,6
07/20/2001,6,83.7,76.4878505,8.69796742,46,14,4
07/21/2001,7,84.6,70.6845243,13.7452762,67,16,4
07/22/2001,1,84.9,69.7754703,12.8674192,50,16,3
07/23/2001,2,85.1,72.1659919,14.3409686,53,15,4
